Compound_ID,Norm. Area: HILIC_Neg_1D0.raw (F125),Norm. Area: HILIC_Neg_2D0.raw (F126),Norm. Area: HILIC_Neg_3D0.raw (F127),Norm. Area: HILIC_Neg_13D0.raw (F134),Norm. Area: HILIC_Neg_14D0.raw (F135),Norm. Area: HILIC_Neg_15D0.raw (F136),Norm. Area: HILIC_Neg_25D14.raw (F143),Norm. Area: HILIC_Neg_26D14.raw (F144),Norm. Area: HILIC_Neg_27D14.raw (F145),Norm. Area: HILIC_Neg_37D14.raw (F152),Norm. Area: HILIC_Neg_38D14.raw (F153),Norm. Area: HILIC_Neg_39D14.raw (F154),Norm. Area: HILIC_Neg_49D21.raw (F161),Norm. Area: HILIC_Neg_50D21.raw (F162),Norm. Area: HILIC_Neg_51D21.raw (F163),Norm. Area: HILIC_Neg_61D35.raw (F170),Norm. Area: HILIC_Neg_62D28.raw (F171),Norm. Area: HILIC_Neg_63D28.raw (F172),Norm. Area: HILIC_Neg_85D28.raw (F188),Norm. Area: HILIC_Neg_86D28.raw (F189),Norm. Area: HILIC_Neg_87D28.raw (F190),Norm. Area: HILIC_Neg_97D42.raw (F197),Norm. Area: HILIC_Neg_98D42.raw (F198),Norm. Area: HILIC_Neg_99D42.raw (F199),Norm. Area: HILIC_Neg_121D7.raw (F215),Norm. Area: HILIC_Neg_122D7.raw (F216),Norm. Area: HILIC_Neg_123D7.raw (F217),Norm. Area: HILIC_Neg_133D7.raw (F224),Norm. Area: HILIC_Neg_134D7.raw (F225),Norm. Area: HILIC_Neg_135D7.raw (F226),Norm. Area: HILIC_Neg_Blank_MS1.raw (F233),Norm. Area: HILIC_Neg_Blank2.raw (F234),Norm. Area: HILIC_Neg_Blank2_MS1.raw (F235),Norm. Area: HILIC_Neg_Blank3.raw (F236),Norm. Area: HILIC_Neg_Blank4.raw (F237),Norm. Area: HILIC_Neg_Pooled_QC1_MS1.raw (F239),Norm. Area: HILIC_Neg_Pooled_QC2_MS1.raw (F240),Norm. Area: HILIC_Neg_Pooled_QC3_MS1.raw (F241),Norm. Area: HILIC_Neg_Pooled_QC4_MS1.raw (F242),Norm. Area: HILIC_Neg_Pooled_QC5_MS1.raw (F243),Norm. Area: HILIC_Neg_Pooled_QC6_MS1.raw (F244),Norm. Area: HILIC_Neg_Pooled_QC7_MS1.raw (F245),Norm. Area: HILIC_Neg_Pooled_QC8_MS1.raw (F246),Norm. Area: HILIC_Neg_Pooled_QC9_MS1.raw (F247),Norm. Area: HILIC_Neg_Pooled_QC10_MS1.raw (F248),Norm. Area: HILIC_Neg_Pooled_QC11_MS1.raw (F249)
1.322_207.06617_HILIC,6260529.899,5699738.958,5689605.101,8146260.083,2136639.582,1862104.871,47500710.86,18743943.79,18486067.99,10967140.88,8158073.421,10411022.5,246961522.9,150229078.3,42939616.35,30563460.77,22288089.82,32182643.44,6745107.488,7779035.329,10790132.97,51383867.1,20508482.91,17476560.46,12099180.88,7327947.578,5341915.555,6662447.341,12797210.59,10946498.28,86348.27274,82747.76196,65545.56119,83474.07848,86953.64954,11811176354,10312400712,10417649592,2817003988,10427251414,9867340778,10269753630,10048412319,9919569465,9743966877,9550882188
1.747_289.07176_HILIC,2604462.001,1831559.61,1213967.666,12824001.62,2238056.923,1403133.258,825285938.2,21406512.29,49570979.02,4738871.487,1929728.819,2950677.289,14917435.07,11344416.76,11146201.8,5562172.315,6310002.963,1810774.467,1771709.002,2167068.075,2940580.347,9393972.727,5486752.602,17878694.25,13059601.6,7324703.733,3924583.782,4649248.753,6985715.611,9791587.952,385996.8314,81647.15399,126208.1141,274106.3008,355149.012,17735612412,14359769927,14527713821,15864459418,15393133453,14636577123,15975925429,15022321893,16015303191,15450914870,16008031641
1.444_165.05565_HILIC,45899187.13,61295091.38,45986328.65,53296066.77,52576240.06,53401994.19,15474109477,11935499003,14334882371,78391384.43,73013098.22,81524535,18749320141,12169265820,10298158547,410961409.4,267481633.4,10362599643,100951120.5,125707909.6,64769879.28,128435013.5,127627054.1,795318192.7,941035010.1,965193611.5,1224412685,93413142.35,110077497.6,108627639.5,47948.6234,69464.48826,64873.00213,81675.07229,81709.9094,1269236778,1092569616,1126794873,1017594168,1187607921,1091380873,1120878298,1210811602,1195761896,1175626301,1086163505
3.666_117.01938_HILIC,2711854395,2999939923,2729840321,1428668370,1008396939,1050752666,526113236.8,579034894.5,488484297.4,1789313043,1826139069,1379283005,457420218.8,467630251.4,402175186.3,578282430.3,488443403.6,522758570.5,718750775,849782850.1,1335721923,118479570,131140833,87562652.79,205765573.6,155251661.7,235718842.5,864783940.1,944940132.6,1090609268,7712895.186,7389297.796,6354103.727,6075934.606,6269743.341,766079448.2,710403132.1,670180590.7,655377204.1,709885717.6,694943286,703525455.1,721003166.7,702105204.3,733287851.5,708937118.8
1.257_121.02956_HILIC,37188612.94,34811765.41,38483875.51,301551990.9,299633483,339936618,26915415.04,31756024.44,32210046.45,134345563.6,314929410.8,386087764.7,35707918.88,60709480.33,40945159.24,37285261.39,45474461.54,26057034.35,82435531.3,177403190.6,81811495.89,40189631.72,28756205.23,28740698.96,24696909.15,19189491.2,17759116.46,477196072.6,339877821.8,362755128,46709.60343,213856.7788,50984.70037,65143.17433,66380.83526,241403907.3,219104079.1,214729863.3,201298058.9,223691125.1,219719702.8,228779920,229628845.1,220151927,229805054.3,218171567.5
1.51_207.06627_HILIC,5937733.757,5410206.324,5404924.21,1715956.394,2042730.896,1781673.939,2731558.002,18075849.27,2166938.739,1641370.792,1897711.378,2359137.674,3546726.571,4232803.126,3020681.653,2623532.341,2701128.926,4854194.57,1883016.641,3738009.931,10837478.65,2184099.706,2188221.866,18703509,12406311.32,7519226.853,5485184.687,2004704.532,2049732.061,1779782.661,79747.52781,109514.4177,103098.657,132504.9413,126249.5931,227163789.5,138030224.4,177161881,178614539.8,190009042.1,164714728.3,168943813.6,178765652.7,173269775.2,197132961.2,179881831.3
2.298_207.06627_HILIC,9664653.035,10473987.89,7275474.117,7496048.392,8445407.616,7805011.353,6458525.994,7074470.443,6796000.863,5506385.107,6687551.786,8869572.196,7053343.747,6911486.362,6984236.735,6822714.729,6755812.162,6477571.162,7030946.353,6921256.797,6402316.971,7661077.774,7505373.313,7783918.337,6266449.461,6312286.457,6474385.077,6855528.495,6944258.145,6107092.703,321212.9957,443798.8172,431601.4638,567666.7957,567476.2875,82956861.38,82839102.66,64345629.23,91314680.07,101821541,41751604.84,76637631.11,97570413.2,80280764.47,94447204.97,67072017.58
1.49_163.04004_HILIC,41363864.38,51504130.06,48750611.76,79413590.79,84189758.33,81358879.57,3454802.632,3034805.642,2962871.989,150070130.8,192717038.3,187268133,4788053.901,2650235.764,3446900.497,1795041.437,1175447.611,1374369.103,51302997.63,60883163.39,150964186.7,11296080.91,8411464.885,7958976.686,3352198.649,2691655.016,2071475.834,179045108.1,280235759.9,292689575.2,52873.82739,69712.44255,64051.21431,79745.98769,83376.87973,202057937.4,182951232.6,183392188.8,187360586.9,187772752.9,179576859.6,184422419.6,185069205.8,187821238.8,191681033.8,196292567.3
1.924_153.0194_HILIC,106487193.6,88870982.13,37311575.28,101351794.8,71416476.58,77762578.45,447365857.7,594898692.9,344447152.4,202928064.6,347489199.3,238100381.5,87644639.51,87645923.06,63004574.41,69977833.37,69209990.58,67027455.14,100322256.6,144746925.9,294494783.7,1369401234,684481559,1115879733,538815278.7,404144180.9,457450308,97569637.84,235987032.7,300810790.4,250821.428,347311.5302,227165.5859,299504.0109,293457.5341,164675575.2,233258234.8,111558891.8,159541584.8,219003143.3,202464117,197546872.8,196862366.2,180483148.2,173730715.3,174523240.8
1.438_207.06621_HILIC,4836836.377,1156860.27,4425084.216,1652942.76,1706848.274,1492545.81,7993877.629,15540689.16,7478698.102,103238199.1,1374198.386,1987759.041,9554080.124,6743444.175,83469218.09,2072938.068,1772775.236,6728433.406,3510084.897,1390601.981,10826912.34,1556322.896,3484451.542,19310839.21,13545117.74,8235597.936,6026943.397,1618106.933,1584099.667,2725696.585,60554.33281,83124.62254,105984.6806,132233.0621,132688.0322,98330663.25,97787596.06,95305635.24,206228788.8,114038743.4,83895581.5,91380254.1,99868003.07,104330135.1,112659514.4,83104035.55
1.726_179.03494_HILIC,746023306.1,1119568964,542462810.2,60565083.43,60644161.62,51321498.55,93910206.47,99429964.36,108373777.1,123041527,127762720.9,155281507,126283494.7,117012152.8,103969979.7,114438314.1,132033819.6,97077139.39,111371621.2,112652404,172655555,104971879.9,86680670.12,92634562.41,183682072,219839542.7,138850748.3,87452119.87,121376107.8,156071776.7,1731236.957,501079.4461,75216.50792,128422.3768,94284.48229,179636695.9,176169656.7,181982789.4,172052939.4,187397138.8,163448794.6,175977914.5,173907191.1,182951426.9,184303618.3,176727978.2
1.813_129.0194_HILIC,28086490.7,25997300.5,36002871.5,134850836.4,116178147.9,65026698.98,15924632.18,12324284.81,8433086.639,94981223.86,56453313.77,97411675.78,16134279.24,10753854.77,16427739.24,16947644.96,17684205.75,13244361.82,112789093.9,129054409.8,72803028.55,58046218.48,14977060.46,8830067.603,16118420.96,57847392.34,26265579.27,130757165.6,93384132.69,61194863.01,418750.2301,623476.672,120771.3397,160508.3162,166762.3614,66779927.77,77876852.23,112378666.2,100138183.3,78914992.58,106210165.8,108676411.3,82373871.32,65221222.36,107553098.3,76362810.61
1.503_187.09756_HILIC,113850535.1,104015961,144052945.9,801054407.6,755490191.2,712607138.2,636497529.4,672966059.5,690521489.5,1163258977,1811967780,1614088442,2454325247,1903327107,1735814828,2344116830,1096523982,2346492545,1232337220,1911520233,1224962331,1936625057,2021001231,2264461860,274510908.7,466213501.1,278686077.4,1762342429,1601357918,1429825870,138674.8004,288076.9678,68130.40017,127028.382,69722.18421,214638801,204903582.9,195229974.3,222281639.2,208912090.8,203625272.4,205908346.1,215045678.3,213742797.5,215566376,201052243.8
9.211_217.0484_HILIC,93857957.23,102134425.7,155364201.4,2269934999,1159205832,1393964018,2072039.457,2019444.65,2270404.752,1738972413,2794330475,762467984.3,1944936.468,1707456.743,1630551.845,2411543.463,2205774.891,2134068.717,766130845,1252448336,1210074469,55559910.77,80706163.72,55007837.34,6876214.792,6014128.731,16838032.68,784064918.4,997986192.6,1477556953,132695.1157,174422.6544,161701.5432,205046.2617,208975.1064,75044301.15,93286185.83,80134694.21,89153582.91,72537617.07,90061410.35,81543759.97,81424492.78,82385323.82,76261842.04,91922672.57
9.788_174.04075_HILIC,8030670.904,13608778.14,14223794.57,892048.6444,976228.1705,1013550.172,1084008.366,1004364.166,1075611.549,1127056.815,2313950.537,1099727.721,993890.9609,820614.6649,809829.3291,1136655.02,1069547.464,1046408.603,867174.7697,934512.1457,1149438.747,922886.0713,955205.7344,910506.5654,1002051.821,1013570.074,1053589.095,853306.4456,886965.8521,989661.7407,57572.36859,72626.32597,75121.51427,97641.30397,88961.19503,5300230.246,5159615.222,6672029.488,6936968.944,6017854.014,6320744.325,6080352.521,6001923.555,5665488.246,5585053.534,5902658.012
2.786_131.03505_HILIC,49880538.3,57450081.39,47035088.52,61709986.92,54152768.94,52552674.26,1587525792,1160804527,1653117874,116455631.3,123736145.4,139659984.8,1671032794,2270682863,845222156.8,199055611,155995741.2,246300330.1,123217758.4,201993819.8,104738613.7,170000305.9,51427892.72,129818627.2,109639296.3,257446684.8,98098363.37,105054212.4,83131590.25,68750945.24,105576.6117,134583.1765,108349.5134,134381.1256,141517.5575,76799692.15,70428922.49,50548808.48,70695073.39,73377789.82,69352666.78,68062822.94,69191882.73,68929847.29,68507757.7,68501786.96
2.312_103.04011_HILIC,598519968.4,719655054.9,867527816.8,221371032.4,181510407.5,175952157.8,55610100.68,63427863.55,57303326.38,200972013.3,365319579.6,239310769.6,47943895.93,54198793.02,35941457.2,29344573.47,22791244.77,29872253.42,99072264.2,155480738,138601593.3,8361735.963,5762640.5,3441957.624,22632436.91,18623952.33,20915573.18,228275880,236960094.2,292744523.9,70234.92194,99602.1469,81725.09133,110982.4094,106222.7003,61055221.79,52269515.05,49970717.74,56677971.68,52538429.5,52459955.59,51306790.41,55831406.46,55530487.57,53911831.61,56881632.85
1.545_165.05566_HILIC,2157522.276,2060555.621,1794456.418,2038721.737,3802689.144,1634681.92,82823172.08,69803296.45,9370948.447,8719683.621,5911784.188,2105194.03,116491852,64665942.07,49710868.75,3033738.217,2988952.72,58816360.71,2483694.641,4009111.592,5356942.366,10870722.08,3859767.693,12603294.88,9586518.56,5056947.741,2994611.53,3967679.546,4723825.206,1973501.472,105723.7712,153070.9129,81378.85202,103485.6021,103943.5868,11652144.29,9292431.818,10447397.84,13162660.03,9088376.254,9093251.48,8716201.296,14767813.07,11622309.77,9702295.209,10085868.03
1.202_163.04003_HILIC,1968298.018,1722109.221,1696101.161,5904313.663,5714218.371,5944958.308,9571425.241,15533556.04,15781823.82,11003320.9,19852964.65,22518687.88,12487124.56,22725346.5,17189464.59,9500432.6,9460495.467,1791704.837,3175684.868,2993453.48,7384647.683,3472967.789,3127542.916,2359028.36,9700799.121,6736990.45,829880.9151,18474970.01,15017497.71,17218682.09,44256.46612,54250.53631,49378.00715,64038.67868,64629.40605,22965533.65,19973930.48,18818082.12,18902963.8,20934466.96,20440549.17,21323030.44,21202226.76,21149508.57,21699944.34,19026284.96
4.308_169.0142_HILIC,6592338.916,5137933.705,4923229.69,4983607.603,5391957.154,5210552.323,109441278.7,57732770.15,67058798.89,34988024.88,26302436.69,21567228.42,5839239.069,8665472.972,9296870.842,6275869.09,6430088.278,5994962.331,11862294.12,17497660.98,26035314.31,131452544.4,125729959.4,193681934.6,6897933.221,6721402.019,6750794.689,11733208.44,6688935.561,14907262.45,302671.001,388977.6296,497844.1514,615934.4079,635533.522,33452342.39,30244313.9,24674254.61,13391237.22,27707771.38,16415820.48,27717585.78,32616170.28,29681266.43,29419852.31,23733171.38
3.468_134.04729_HILIC,71536469.11,82937313.89,59537700.39,91097134.06,87668219.43,88760228.47,2676566.998,2890171.38,3016062.017,80375327.69,142184472.6,108823216.4,2724402.146,2812818.315,2961994.555,2949774.232,2862107.312,2714992.26,60203826.28,102573210.7,91851065.14,59667409.55,41977900.88,42111348.89,2748099.052,2694929.643,2634047.199,63416724.96,80821676.62,89389645.38,155236.6186,216952.0037,181516.7113,234280.985,238866.524,46068841.63,44199148.09,44323781.52,41729961.58,46187861.1,43336219.7,44212077.65,44893393.96,44670363.99,45051324,45013604.2
9.006_181.07169_HILIC,54060495.42,24510714.03,39697652.67,653882865.4,296279233.8,384082290.9,3572317.535,3578606.398,3769929.847,673295875.3,1218972875,330572469,3632785.606,3869269.584,3260232.701,4064402.902,4335515.309,3683350.359,233257594.5,456662134.1,442995850.4,4364325.887,22953760.55,44960368.36,3735262.43,3966236.363,3825593.14,410929988.2,559489892.7,578342825.6,113518.9336,162595.0107,163214.0328,199078.2435,207756.6165,43034923.92,36699494.71,46771353.25,45208544.18,48376025.05,46591468.92,42041686.72,43489445.37,43620652.12,43966163.07,39930920.36
1.658_179.03496_HILIC,5793793.351,3959731.147,4134624.578,2214292.579,6015579.541,5239911.354,10856592.42,7551241.827,7702064.846,5384697.706,5531970.96,7751131.685,17437006.87,15553522.67,12459977.49,16561914.33,16010645.45,14327872.42,8998850.682,6572680.733,8738940.775,9498977.689,11026585.21,11209863.68,8159959.101,8240885.771,6623242.745,4165817.203,9313767.436,6552672.348,1659773.225,205359.9498,72018.0101,191312.3437,93022.72272,7692530.803,7579069.572,6993979.908,4600164.595,7217745.643,6404539.753,6177919.706,8068241.302,7959962.352,7689623.979,7775353.421
1.43_201.11322_HILIC,20567487.16,12607596.9,24268768.05,112815966.5,116227202,130539053,180249717.3,140599559.6,176866593.6,113452674.8,189799598.9,224214311.2,1497559614,1129962899,932488427.9,1256003566,772184185.2,1155319054,228702503.4,285041989.1,164697681.6,184184251.8,283590462.1,301159814.2,52062340.11,86843896.02,46704369.57,238655582.2,223618274.4,181466027.1,44118.3713,60832.04365,55709.28229,73756.75711,74284.45907,48185130.87,41940432.83,45323032.33,44345025.14,46023273.07,45236027.08,45608294.02,47321708.08,46355898.89,44608120.48,43841245.87
1.631_173.08189_HILIC,45141278.95,43873674.18,75408464,213479872.3,193839591.4,181361738.4,200964826.1,168817617.3,177096361.9,299777630.2,427464304.7,422749717.9,569979085.5,396283829,460186402.9,1156542362,818891054.2,589644198.9,262868601.3,445019759.2,281875011.7,436935629.2,455000514.5,447972498.8,95386119.6,160119106.2,108070061.3,403237242.9,367926877.5,350957307.4,99751.89121,69062.15462,63078.45203,69585.10547,70321.07493,59800127.41,55497731.62,53112789.45,62406997.93,59559019.58,58038910.65,57280196.61,59090544.2,58520999.73,57074507.81,57586364.21
1.55_303.05116_HILIC,1119576.86,1075093.253,941332.9343,3937941.719,7272310.315,9742741.605,1175445.529,1233113.296,1166382.472,6848368.428,8679065.958,10425626.44,1416926.782,1561876.356,1215981.799,1077735.171,1051556.595,1039848.63,1571583.225,3965057.151,26286051.68,48139986.67,25726644.42,33600785.31,1028339.075,1161767.014,1136481.099,5706880.644,7753199.665,28149773.09,54263.24498,77262.73696,68087.90904,85102.55964,86406.2332,16584693.77,15509839.92,18596135.5,16705283.45,17822255.84,18653001.24,18004035.54,17833405.13,17710535.67,16717302.85,15723130.3
9.376_328.04544_HILIC,2164949.655,2052553.506,2883593.756,1788402.193,1774961.325,1736618.7,1623489.063,1498657.352,1649872.567,1477812.589,1536863.45,1372655.712,1479828.804,1253640.313,1222237.355,1698680.728,1731070.315,1601928.429,1322473.313,1316912.136,1268930.678,1362540.765,1367682.916,1251853.817,1444469.57,1412920.095,1462447.789,1721793.824,1896734.102,1858245.227,89164.9151,123669.4038,107835.2276,134611.1048,145798.7918,6739798.162,7218582.118,8110311.29,7925706.455,7743747.788,7959403.346,3136204.554,7675990.549,7643172.813,7667650.155,8155257.551
2.08_131.07143_HILIC,172680240.4,193984823.3,218049306.1,33131014.16,21410700.16,14201176.11,53472931.52,39989037.35,20054262.75,40316170.75,47353357.91,14614937.93,48063759.02,29079121.27,30631115.66,14091769.75,41205238.99,13807196.02,20079758.72,31774746.62,26108819.76,2570289.266,2400828.618,2766876.427,47259638.5,76932086.93,38874866.49,32204135.42,35109271.89,37802830.77,150234.4512,216099.4678,173489.7743,232497.5461,219045.5997,14989211.66,12503331.24,13221817.25,12587452.88,12938240.99,13892293.09,13795633.86,13252813.07,13389593.56,14277013.73,12823262.64
2.267_165.05569_HILIC,94698391.78,82227548.95,103805061.3,23103231.33,3811521.527,13537095.47,82177429.37,62084372.59,48247149.02,33980722.92,36517364.88,10240361.01,97940507.95,53204169.17,72973779.19,3346422.719,12053331.79,42503036.74,17769504.81,23018883.05,30511773.52,2726858.769,2896170.2,2850165.99,28098310,21864825.88,23481532.86,5981623.117,41541445.82,10378875.63,213005.4722,295195.5287,168348.7541,211704.024,212600.9048,17501358.01,20280319.83,11891414.81,18349921.35,18994007.36,18383197.1,15346224.21,20165681.5,18665240.82,17545250.49,16622272.24
11.295_341.10897_HILIC,1569400.871,10661611.52,1565128.936,6424629.91,11980545.8,4247023.513,1594207.141,1578089.56,1611725.045,6836220.976,3517893.188,1078325.336,1457427.971,1619995.675,1466836.139,1629752.599,1585528.833,1513309.929,1221939.211,1178623.576,2210202.309,5405319.881,3524209.517,12310269.83,1409965.729,1352921.25,1406400.82,1887784.597,1253749.172,1184146.285,93270.91496,100484.02,95748.18193,131048.4293,126547.5947,15899845.7,15750681.47,16479507.83,17484038.3,15273125.71,15443671.92,15441115.33,16114545.45,16381657.1,15906971.13,16758551.49
2.986_167.03496_HILIC,1993166.876,2104579.104,1924341.754,2829027.84,2089425.859,2140833.958,15555863.89,11368474.27,6493730.816,2870480.602,2623448.384,2532197.249,22531295.09,22683944.59,19514193.9,15687887.03,16288713.16,18371300.1,4736468.397,6776225.904,7096247.628,19319471.71,15927580.42,12617600.02,11347189.89,12666021.52,11251116.63,2308551.885,2387325.435,2512439.694,119558.6133,166236.3619,183085.3453,237929.8542,231119.1856,6875338.516,5824759.179,6558496.948,5715293.954,5696251.65,5832290.673,5777162.669,6125114.071,6519324.929,6405814.414,6265384.489
12.199_146.04592_HILIC,146529467.3,169888271.7,246194651.4,209936470.8,155279849.6,165751437.8,3709691.081,3037071.197,2654687.012,427179831.6,597078075.2,309168980.1,10757785.17,5196057.696,7650335.054,1951089.251,3032521.176,2400962.588,195253468,418872120.9,480170787.9,16273005.89,12030361.62,6666671.042,6156498.834,1510847.871,15782981.42,352549554.7,286532180.9,364862712.3,78189.50497,112792.0461,104320.7032,136801.132,142601.5254,17841256.71,23136664.33,25240924.79,26267061.65,21474252.72,21086769.11,22380667.97,22584567.68,21304418,22122856.52,23681723.46
1.435_167.03492_HILIC,14392658.14,18014245.77,21708309.42,4339797.09,2598570.146,4036382.726,65819673.45,38434960.39,21785080.68,4731325.832,7529564.665,4346051.992,68032750.74,50448129.28,21517707.3,1360109.924,1259991.994,15036582.45,1890176.159,3178014.578,3379150.047,7518225.472,5463109.04,2119354.328,23311987.59,18035913.17,18978272.51,3964605.847,6824491.649,5939869.425,40965.5007,56906.40586,57864.05237,72692.97907,72776.57815,17263313.27,16639128.34,18645176.93,16802247.89,15950014.69,15883097.54,16799319.11,17518114.96,18264242.83,17611511.56,16424644.88
1.531_181.05064_HILIC,7271078.462,1292583.334,1041330.138,1184914.088,1333479.548,1322293.447,18100322.15,12300699.28,20810217.76,1936641.683,1229658.643,1237198.635,13314774.17,17449860.02,9674683.753,1966573.45,2558325.755,12484708.48,2600224.381,1235704.422,2526308.027,35103288.55,10856384.82,62438578.43,9315207.945,9090326.748,4086349.553,1254873.087,3161586.215,1431399.944,62889.76134,89396.44441,78968.3203,99553.69114,96956.16352,10005080.77,9802909.719,9974412.54,8636623.124,10036879.23,8777001.181,9503626.356,10494018.8,10655056,9872202.2,9003107.385
2.452_117.05579_HILIC,111158389.1,134738810.4,140521833.5,6930456.449,5633009.066,1910997.139,170066394.4,116859815.4,53201116.02,10101747.77,4506469.724,5255162.905,63941309.64,46728247.33,5584446.103,10109387.06,40183092.47,11742401.28,3247994.864,7275421.156,5798559.008,1902538.075,6421604.943,4226312.47,144287748.7,238436542.1,113325246,8887123.177,9112353.377,6116237.887,100880.8112,143821.0613,129526.2666,168312.4722,162852.8568,14312860.19,13517101.73,13047012.11,13931631.39,13404239.7,13524517.85,14130999.92,13954369.97,14018067.03,13187970.26,13882487.45
3.13_129.01941_HILIC,7257599.776,4285841.757,12952255.97,9237909.257,11018038.39,12123713.07,9532437.212,8198032.672,8151258.485,18358884.16,33004705.85,16243594.16,9945642.877,7910917.554,4212030.973,5966322.382,2988743.643,1698655.221,14544353.65,13840546.8,15176380.4,11977383.17,11342796.56,11275110.59,11083928.78,12708066.16,10727682.56,13280225.74,10379834.27,8658093.28,149985.4564,534564.7963,124861.5461,152784.6054,150213.2955,16723446.21,13303188.33,13059872.51,12921836.82,14470276.18,14700358.08,13426056.9,14992513.29,13297473.22,14944748.47,14431005.06
1.57_193.05061_HILIC,3191517.517,5577773.57,6357662.396,10692405.12,11862263.17,12044323.89,22281044.4,20886930.55,26037467.61,16870192.45,18184438.72,17299055.38,44700009.56,35498135.16,38509435.73,16980552.84,24578944.32,17391157.25,14357639.12,28912569.85,15369910.75,18612829.86,20045086.32,20558897.95,10283753.47,10621869.84,11408298.06,17748209.66,15766774.32,13943360.19,48164.09424,68039.60458,58089.78942,77338.03953,74542.76349,13705727.36,13648271.55,14234492.16,15073249.28,15447458.62,13999432.09,14386742.35,16186312.44,13914831.47,14931983.63,12870248.21
3.447_218.1034_HILIC,200449213,308489983.7,359993005.5,29346090.85,17135130.6,20287992.63,6958115.256,13046094.88,12249114.15,45101074.45,43660943.79,21840140.55,13476733.69,3180131.213,5169720.361,12570982.6,4584814.739,2840006.573,15637448.94,17770038.62,20523449.39,10453536.34,39200883.18,1529179.647,119184484.3,328861819.5,261199961.4,20343974.72,31429414.26,31620850.36,83742.9161,122830.33,119763.774,159622.847,161040.1229,21777144.71,19058605.72,21332593.28,17955942.58,21608931.61,19223180.77,19901607.04,21307093.45,19911794.52,20303011.09,20595096.09
1.257_265.14799_HILIC,44500536.16,52723405.16,47916640.57,100126719.7,67784499.88,66727579.23,30428269.57,20904731.24,26425342.81,32485832.79,31594487.89,41445123.49,32584071.43,56103517.54,21163907.77,38673959.19,43980241.51,21687159.53,51839605.78,22416988.99,37599437.6,155331139.7,60563535.92,69663435.64,45169238.66,24539697.15,38506025.29,52114845.23,90048251.26,27541440.34,1015644.167,1207964.911,65316.67696,121395.4599,191245.2758,12381235.49,11635317.45,11800620.09,11289347.15,11367353.8,13268762.17,12161234.38,12806501.91,13013603.1,11670043.24,10201176.37
9.834_188.05642_HILIC,24397011.88,29247051.32,45595566.42,7865796.961,4660709.543,3926998.36,907158.3191,918170.8919,1277779.24,9406871.677,10636802.94,4389818.38,1327988.133,862857.3759,717064.8484,1067597.378,946367.3687,970165.6694,751963.0565,3318700.937,3828529.404,814196.6308,779417.1086,1202782.43,892453.3309,1352730.117,893565.5957,2575852.631,2641386.437,6702348.687,48512.32088,65940.05241,66820.9571,86701.66864,84339.76807,2862469.812,2331570.37,4020388.189,4919422.279,2793002.117,3658567.624,3650866.142,3249953.87,3436009.051,3360730.466,2729518.462
2.481_153.01941_HILIC,9814106.457,13286427.43,14376447.02,14673686.09,8195521.641,5426609.91,63346197.83,59453212.51,55491436.1,24845764.12,12885781.41,18481906.88,94214270.97,89951674.5,74036849.53,58853288.93,49208274.82,94264241.96,12746739.63,7508063.842,17418269.77,75449176.45,48283653.1,56881746.41,57622027.48,36287996.16,32092460.37,8287200.472,22858248.91,18667105.72,284376.261,404614.7326,421036.4365,555228.4411,542889.8378,17384106.81,16916953.88,13935197.42,16003101.44,19186794.08,15081734.56,17006237.47,17395851.42,15559253.83,16983012.95,16088360.99
9.433_167.021_HILIC,19180265.47,24462526.28,17573508.39,7577490.015,3376330.214,2839168.883,3725120.926,3354395.856,8305811.502,51720833.11,36050260.1,24771433.79,3822584.859,1294639.966,1264235.613,1699217.296,1706610.572,2655319.782,55954489.05,30022234.91,50606291.17,8618672.209,1427426.158,2528508.762,2744675.375,1562295.674,2770567.49,17052735.48,39240995.59,36573818.68,161999.3343,260365.116,115100.2695,144406.4056,151884.8363,6057014.271,6371240.843,7679477.51,7679839.58,6785241.26,6335977.553,7301945.297,6749603.459,6588752.803,6327971.386,7105813.998
1.732_193.05059_HILIC,6394866.125,8123063.538,6810815.462,5083029.637,6049512.535,3440173.658,6157176.987,4773739.401,6434045.057,5297474.949,11597359.86,5159271.703,12961596.11,9491077.292,6906860.674,9013718.617,10136116.87,8840275.664,6014813.39,5307654.986,9321284.108,11424391.74,11082255.8,10440571.4,2600232.172,5043069.559,3991582.572,5924738.925,6704799.66,16220997.15,70225.11272,95360.80111,57857.28777,73992.16386,73077.69999,4579795.398,3718254.427,3570423.46,5382675.99,3214367.418,5374528.124,2964841.457,3323795.791,4178051.291,4658935.695,4245030.762
2.843_153.01941_HILIC,3234633.665,4124804.081,15639192.3,3038907.857,5720374.751,3423557.495,106004642.7,79329405.16,123097628.2,7385025.785,2551887.789,7492041.832,145300552.7,220756333.1,153181077.3,77174699.65,68215101.97,58045037.6,6423244.247,2713810.281,2784245.633,15283164.98,2952323.35,8552042.083,35406774.25,23765595.63,24312634.82,2960694.159,2843878.718,12147937.46,184523.8817,261179.5169,231315.0526,290593.6375,283872.25,11767753.69,9955872.213,10652014.58,10031775.98,10350294.3,12735975.47,8584948.857,14049858.35,12924326.25,9282917.184,9130304.832
