Compound_ID,Norm. Area: RP_Pos_1D0.raw (F1),Norm. Area: RP_Pos_2D0.raw (F2),Norm. Area: RP_Pos_3D0.raw (F3),Norm. Area: RP_Pos_13D0.raw (F10),Norm. Area: RP_Pos_14D0.raw (F11),Norm. Area: RP_Pos_15D0.raw (F12),Norm. Area: RP_Pos_25D14.raw (F19),Norm. Area: RP_Pos_26D14.raw (F20),Norm. Area: RP_Pos_27D14.raw (F21),Norm. Area: RP_Pos_37D14.raw (F28),Norm. Area: RP_Pos_38D14.raw (F29),Norm. Area: RP_Pos_39D14.raw (F30),Norm. Area: RP_Pos_49D21.raw (F37),Norm. Area: RP_Pos_50D21.raw (F38),Norm. Area: RP_Pos_51D21.raw (F39),Norm. Area: RP_Pos_61D35.raw (F46),Norm. Area: RP_Pos_62D28.raw (F47),Norm. Area: RP_Pos_63D28.raw (F48),Norm. Area: RP_Pos_85D28.raw (F64),Norm. Area: RP_Pos_86D28.raw (F65),Norm. Area: RP_Pos_87D28.raw (F66),Norm. Area: RP_Pos_97D42.raw (F73),Norm. Area: RP_Pos_98D42.raw (F74),Norm. Area: RP_Pos_99D42.raw (F75),Norm. Area: RP_Pos_121D7.raw (F91),Norm. Area: RP_Pos_122D7.raw (F92),Norm. Area: RP_Pos_123D7.raw (F93),Norm. Area: RP_Pos_133D7.raw (F100),Norm. Area: RP_Pos_134D7.raw (F101),Norm. Area: RP_Pos_135D7.raw (F102),Norm. Area: RP_Pos_Blank_MS1.raw (F109),Norm. Area: RP_Pos_Blank1_20230109161140.raw (F110),Norm. Area: RP_Pos_Blank2.raw (F111),Norm. Area: RP_Pos_Blank2_MS1.raw (F112),Norm. Area: RP_Pos_Pooled_QC1_MS1.raw (F114),Norm. Area: RP_Pos_Pooled_QC2_MS1.raw (F115),Norm. Area: RP_Pos_Pooled_QC3_MS1.raw (F116),Norm. Area: RP_Pos_Pooled_QC4_MS1.raw (F117),Norm. Area: RP_Pos_Pooled_QC5_MS1.raw (F118),Norm. Area: RP_Pos_Pooled_QC6_MS1.raw (F119),Norm. Area: RP_Pos_Pooled_QC7_MS1.raw (F120),Norm. Area: RP_Pos_Pooled_QC8_MS1.raw (F121),Norm. Area: RP_Pos_Pooled_QC9_MS1.raw (F122),Norm. Area: RP_Pos_Pooled_QC10_MS1.raw (F123),Norm. Area: RP_Pos_Pooled_QC11_MS1.raw (F124)
5.843_166.04974_RP,9516447.935,3694694.192,8872656.61,9290529.057,11027644.41,9881272.296,47587769,50362138.77,65324406.33,13432469.86,10387997,14612990.41,75777794.51,82614837.71,87458072.71,37635176.84,41642306.18,28659756.96,26482015.56,18585412.14,18727759.47,26932934.57,22098593.78,22288551.3,38116516.39,32853364.5,22647354.77,11149131.85,14926113.7,17430890.1,42970.38049,68191.63969,93815.80918,52252.55006,5231432.343,6224549.328,6612937.881,6392485.989,5925729.588,6930991.753,5396097.215,6178679.444,6512540.18,5805740.346,5711424.497
7.69_182.15378_RP,2549299.274,2319659.861,1984538.882,2053256.088,2013212.09,2313255.215,2671807.281,2832245.336,3640407.974,976654.2534,912137.3625,1052291.432,2907836.289,1515071.773,1726974.715,5060919.445,3642592.014,8467907.587,1350065.374,1181669.5,1100167.874,1813364.678,1538593.346,1899603.65,2328106.354,2779453.805,2545889.798,1107065.66,981770.1268,811541.977,181000.8367,225068.3824,166379.4469,78453.55822,1068291.197,1183930.965,1355689.202,1132992.11,1321733.055,1052018,1068300.233,1326795.786,1322700.749,1187739.113,1022347.5
1.104_175.14395_RP,26836699.03,21243995.47,18682174.21,31884760.68,30466062.54,31520244.6,97138013.93,39967756.67,48302818.95,25994482.97,35428665.82,34768196.51,36312116.52,65863606.94,20509280.3,6674962.01,7075534.129,14087642.02,44483548.09,39169009.14,41872436.86,106284047,84307513.88,77341611.07,54724593.76,86047600.23,75665710.4,34639735.05,30786647.02,30443190.93,21822.18464,30725.45496,30619.13361,20607.50161,7342222.038,8128139.415,10062142.66,7551310.993,9931476.408,8259728.199,10238626.27,8801944.416,8096640.605,8332819.404,7624514.285
11.991_195.09251_RP,1998144.652,954024.3363,1357519.645,1634735.507,1959840.025,1911808.858,2605804.634,2943073.563,2481232.194,970463.9653,908562.2471,1135766.803,2542244.119,2628978.056,2905055.533,3281201.928,3299437.109,3112229.844,1690884.092,1488502.716,1387434.746,2262532.705,1782679.914,2052215.064,2564377.731,2490635.084,2577251.525,1154257.507,1003688.345,799366.7655,100930.5825,168391.1761,140587.7518,78357.2156,1630565.644,1894872.56,1585573.207,1869744.02,1925785.413,2045583.445,1638536.352,1734914.241,1585072.978,1704406.732,1829894.676
3.088_182.08107_RP,2592289.542,761685.1648,660789.7776,2819416.852,5748331.606,1593232.844,1167615.602,1253229.633,1374200.118,4813419.815,7483354.279,7397421.399,10604233.23,1291431.291,1197289.444,1737647.908,3503830.008,1946633.099,4993373.976,5838426.166,10460637.38,5805036.907,8940679.493,7829722.507,3508001.388,9203376.062,2480418.023,1009087.012,1291081.878,2894249.391,44624.05243,214870.5474,108068.5254,63215.15408,2159965.037,3258041.586,2506349.491,3080502.865,1975810.258,2998879.044,2348018.256,2933111.526,2473847.014,2526273.237,2805408.386
0.952_243.96129_RP,43692876.18,46674196.36,42677979.33,43134610.45,45365035.62,41986023.78,49021349.44,72636964.35,78366656.63,26327223.65,20420675.24,31450266.14,41887747.46,74531143.61,67914098.01,75074998.88,81936184.19,68279481.67,39867647.83,35054738.03,30308294.22,32831858.87,24926834.58,21873499.79,63826152.75,75809836.68,89332995.97,36606963.05,13808338.6,12177932.03,21351.44941,27833.57057,24768.47188,19106.78645,11598421.62,4738933.96,10372253.75,10018379.27,10375659.18,9421207.813,9108508.347,4265106.167,10544714.75,8677446.171,10463708.66
10.155_623.17567_RP,1575564.072,1389356.988,1131123.728,1283507.211,1631457.643,1576911.567,2201485.881,2401803.441,1275967.318,823206.7356,750850.0069,858302.4779,2143524.193,2137309.872,2288264.35,2614404.634,2615084.268,2544844.891,1273017.684,1103466.897,1002835.93,1654028.995,1361251.163,1567772.783,2056809.814,1937010.1,2037220.782,836770.4096,778653.4343,637666.9519,82482.24171,127559.9002,86758.4481,44467.44288,1106719.925,1471044.918,1373238.593,996626.4342,1276369.831,924412.7807,1213790.884,1173627.757,1469249.751,1433250.189,1007127.516
1.37_304.16132_RP,4664959.902,4863145.019,3462003.634,13073798.34,9404375.843,10067267.98,657074.5227,757765.1753,787693.6868,2215075.576,4689165.096,6355780.558,686072.3245,733182.253,752276.714,708515.7159,750308.5294,765117.2175,1340609.99,1119829.745,1436848.127,1076228.181,567861.5454,994182.2459,701981.7048,735006.9079,744485.3589,785468.141,3403340.956,2011124.444,19169.80823,25917.37683,25976.52033,18989.8864,893844.6403,620909.8079,777380.3926,710076.9044,567760.0298,435413.1343,945604.2995,907556.6216,501262.2745,814907.3077,800578.4403
1.274_234.1082_RP,23229017,44542707.56,22949030.68,53365144.19,49809779.29,40817972.63,5826704.241,1632591.984,30114517.79,33721513.42,69469383.52,75411730.23,943123.001,804502.1602,1011894.248,762475.5311,1371577.257,886619.2784,41148615.05,58065732.45,68275470.15,1925130.72,986233.7141,1100444.964,990543.0014,1030284.022,5344360.219,82827425.78,81176664.35,89626607.5,17538.78555,24511.8078,25669.79527,18437.39221,6962639.56,6270101.67,7098125.787,6949737.059,6122338.683,6516429.301,6916136.422,7036256.636,6670450.284,6281624.635,6689418.78
1.531_131.11775_RP,12212158.48,12591407.55,14244959.25,38318601.02,35158853.52,37634345.11,29536149.52,26842469.51,28612726.05,30932599.98,27921828.14,25637492.31,3708056.304,8526942.42,1841791.301,2099037.29,1070604.191,7906385.639,12900045.47,23460584.5,22072698.23,99166457.89,57474871.04,82358228.13,23279761.82,26383309.99,30767699.98,36585875.57,40954558.65,42223488.7,51080.65691,23130.15996,24969.68888,20887.19833,8181491.982,7354059.367,7317715.218,6822616.576,7630067.871,7069184.957,7370703.404,8289519.601,7279374.115,7876066.146,6728237.812
1.527_131.11775_RP,12212158.48,12591407.55,14244959.25,38318601.02,35158853.52,37634345.11,29536149.52,26842469.51,28612726.05,30932599.98,27921828.14,25637492.31,3708056.304,8526942.42,1841791.301,2099037.29,1070604.191,7906385.639,12900045.47,23460584.5,22072698.23,99166457.89,57474871.04,82358228.13,23279761.82,26383309.99,30767699.98,36585875.57,40954558.65,42223488.7,49329.76303,22550.55039,27589.6366,20887.19833,8181491.982,7354059.367,7317715.218,6822616.576,7630067.871,7069184.957,7370703.404,8289519.601,7279374.115,7876066.146,6728237.812
3.565_325.04302_RP,2422135.667,3616284.771,2267365.977,1193298.208,1024635.885,1064186.085,1386001.27,1576624.414,1659932.651,3746375.393,4266234.191,2599900.295,1238815.183,1265546.108,1353049.262,1358836.566,1484345.589,1355483.232,4849374.53,3114358.908,4149455.799,8979513.781,5515824.4,8300220.975,1122312.738,1075312.896,1193882.01,3117255.629,2646083.508,2167144.555,58560.39662,89486.76267,91165.689,38732.75943,2102615.235,2479099.845,3049489.927,2604921.361,2404261.738,2277446.697,2777441.78,2678013.853,2414266.627,2559493.481,2502678.745
1.494_403.19324_RP,5697072.078,7648551.815,47373418.31,10204814.65,8677817.433,10262441.19,567011.31,594843.7969,715762.7985,1718847.841,643172.2424,505848.2866,921821.2311,833104.5794,1799028.297,613713.1675,666619.2741,687434.3005,1852440.809,819173.1174,292145.8204,394625.3511,475404.8027,539214.6872,573523.6597,561922.49,577804.4329,896420.1952,333973.1334,296455.5789,16674.46944,25798.72362,26281.26437,17106.07709,2174281.29,2061977.405,2751351.047,2497037.985,2695694.761,2622948.624,2713882.428,2671075.456,1963326.328,2342890.743,2244175.022
2.471_378.13929_RP,1045455.905,926932.6449,747813.9189,802966.3386,982199.2514,941041.4256,1404809.459,1519592.02,1573798.403,565206.0184,510612.6148,616452.7046,1282114.643,1344309.283,1458088.868,1590863.508,1703207.714,1596003.27,736112.8547,674050.8009,621439.6857,1068332.787,857808.8907,1087776.74,1636557.486,1585590.115,1660406.205,766102.7333,722994.0215,627872.9801,52456.27225,80124.35511,79880.98872,57809.52971,702858.9019,871253.1876,972617.8418,917931.935,918445.944,466636.003,523097.0982,918285.5131,192600.1856,964115.1496,839767.2135
2.004_412.18116_RP,720752.6337,722169.9721,656121.6119,678294.6003,759661.7125,757712.6596,868687.8909,929388.0052,982402.3221,563151.4301,617749.1306,627785.7981,937715.5111,989570.2861,1074799.891,1018399.896,997112.3472,1043201.223,674143.5602,751420.5055,696962.3259,871966.2533,1012241.529,1213260.22,1077615.522,1112282.275,1142103.048,953653.3124,984919.6357,855807.2053,28454.21211,40023.97459,40732.95272,40097.97236,905114.8311,1288874.02,1198023.746,1577524.963,1544065.351,1528042.472,1349846.447,1369111.175,1051275.568,1151158.252,1018091.714
10.586_616.25974_RP,2358741.612,2957456.384,6411168.363,1560167.724,1948602.018,1866903.179,2473899.903,2641082.999,1670354.716,895914.406,811767.761,977555.3514,2169990.169,2299755.052,2386074.282,2623138.939,2841139.084,2545431.012,1273199.159,1103392.602,970595.9562,1607961.062,1353990.848,1539046.855,1828695.738,1884610.365,1856524.831,723053.8195,727876.0057,565031.9662,103724.7701,186959.8051,135491.7844,43455.90669,1451427.844,691345.7581,806065.862,1093928.886,923468.9859,780836.6295,1151918.057,923902.2591,979445.445,1007734.297,1002915.029
8.243_220.9922_RP,1499469.121,1277123.04,1029136.084,1252693.121,1545115.549,1547622.668,2119035.488,2331753.746,2172446.099,780596.6527,711126.458,507987.5542,1849918.11,1531888.523,1630336.002,2439188.87,2375660.272,2239647.049,1029910.837,953369.6304,842236.1001,1477078.792,1274212.057,1452543.666,1965220.85,2040158.85,1878874.052,840269.1345,696291.3147,572011.263,71648.59636,80938.39619,50420.17199,56175.00478,2464302.99,1744285.263,2384028.507,2615568.952,2651695.57,2815460.422,2839370.465,2067584.446,2269493.114,2083403.516,2370651.263
1.333_448.83406_RP,22341452.45,13399066.58,7217127.94,21690995.32,40063300.12,67765333.59,235699836.8,102556432.8,228741964.1,9766515.861,3108408.5,2382247.989,42232230.97,56882233.86,238271420.3,84988316.7,117168028.6,73434028.52,16761278.94,12615809.84,5940773.028,47326043.85,116877923.5,42823932.04,51848217.07,48377971.45,62342151.11,87571167.47,4831110.438,2404322.11,46514.99242,68606.46537,68164.28576,42701.56624,18809793.72,866900.2067,15515529.88,13320366.38,860988.8476,13561932.46,15104268.37,14056639.13,846448.0473,16436480.82,850721.6073
11.867_501.0134_RP,2418180.219,1436091.079,1669070.409,2175954.008,2732042.397,2658595.214,76690233.07,60033498.69,67696844.77,1543120.432,1403879.88,1679302.149,99212007.65,64808522.9,54091043.41,4529073.617,4525658.331,65640531.95,2778235.673,2565911.991,2329426.966,3607358.516,2977702.037,3604906.049,4016407.954,4035818.394,4171380.02,2236961.51,2000218.075,1685799.111,117770.3211,363498.6663,178082.4745,124760.6172,5459628.015,5508791.622,5408135.468,5203677.443,5157607.296,6141095.711,6619643.707,5019221.187,4728395.826,5131247.911,5460058.691
2.249_265.13921_RP,1977676.117,1514812.39,4198755.046,1895085.103,1901368.522,1083149.692,3097175.676,1300002.359,2460498.58,3002881.346,3897351.9,2022600.628,846470.2352,876269.6416,922117.6302,6177364.689,6530784.223,900198.6955,1369314.356,1425278.144,2099240.733,6894950.155,7813799.491,9154763.08,1564475.155,1980059.07,2019606.908,2472706.572,2800057.718,1715674.511,36247.13424,54326.29626,55172.6616,24647.79714,7544733.85,4552526.561,4876900.92,3070669.597,4215967.004,2894397.442,5004018.221,4594415.739,5097906.729,5300904.611,5126279.901
1.499_175.05996_RP,23424460.74,26188055.72,22065269.22,25483951.03,16553470.71,22624339.92,1395671.33,1857451.686,1309412.103,15455240.42,23710554.37,5572853.698,1166011.035,3004361.228,2857878.115,1036053.75,2020551.25,3793053.301,18524481.15,17088350.57,11065776.62,7362597.79,25759366.8,29094039.43,2739237.477,1897177.709,1058094.193,13933510.05,15465324.02,13525377.44,25164.29157,39094.4907,39637.41516,26494.17994,6895239.474,6486159.034,7002206.961,4747833.978,7022644.326,6855813.037,5383753.398,7408686.797,5212241.237,6729962.458,6863542.18
17.125_348.27433_RP,31703979.82,48427727.17,7377060.605,24102808.69,23200479.5,23322451.34,12396303.3,12615912.17,12529522.09,7993219.533,18918223.44,13452544.34,11576392.75,11751580.92,12595712.37,14961539.81,14961896.29,13787319.06,7506765.62,10407724.53,8322241.344,60959060.85,29436797.27,98759290.51,24343171.51,35565322.52,19922968.39,32185986.5,19995206.58,21614358.69,360252.7413,1128888.9,871275.347,295836.9724,4789838.799,5544606.911,5193689.28,6114130.103,5411250.502,4615052.37,5191831.541,5265866.653,6418833.671,4021338.215,5495272.786
2.558_160.06031_RP,1632753.345,11662932.77,5738663.266,8831974.325,5009412.209,21261668.99,15993963.76,10965081.44,17212227.13,864436.0665,1444577.293,2897889.232,18664622.92,21660739.24,19659187.65,18292284.8,18116712.68,16100554.85,11077946.95,12730219.64,7887863.7,29436856.29,22366397.15,6767908.933,2766095.782,9976897.52,11025082.19,5513410.813,2258798.726,1088873.987,44641.99608,175059.4963,171722.1134,38064.64277,3719553.777,2182960.857,3570762.832,2158104.853,3275024.736,3585616.321,3446896.274,3736859.478,3090324.542,3311345.619,2139393.258
2.736_131.03377_RP,28890377.6,26215913.86,27763122.59,9280780.032,7784664.787,7485438.974,1769685.93,1132738.986,1665034.559,7120434.177,5827093.892,5564624.982,1196322.232,1824856.622,1055674.721,1073680.724,1623290.09,1137341.349,16706294.02,12756903.74,6178084.056,1264899.952,1191215.595,616749.3362,12135839.35,7412696.046,4860749.558,6903067.081,4832317.192,6204804.668,69707.83644,55919.35364,56014.55715,33334.60276,2856049.211,2905418.922,2783999.291,2733724.291,2785071.693,2993660.107,2782254.575,2850537.539,3095286.166,2631885.178,2756314.559
10.908_279.17013_RP,28882323.42,16657583.96,37113373.78,75248314.52,69463856.12,72795401.53,2854228.028,2900668.655,2163419.424,40011821.89,71220826.62,69201475.64,2654843.335,2652362.231,2845481.103,3270343.175,3404553.277,3126747.284,32286629.13,44198318.99,43720591.69,2110878.347,1755887.575,2063707.152,2507233.589,2520264.747,2463627.309,79794102.78,81411951.19,84334298.84,104894.9606,197744.535,129100.9852,61500.48627,7782448.167,8044018.14,7070464.293,7937001.682,7333452.06,7780695.773,7514034.839,7445576.467,7997753.22,7453792.642,7663773.165
3.255_312.1288_RP,1046427.369,907151.7602,740878.8958,832923.6034,1007126.236,1017993.979,1477089.228,1608576.928,1703835.48,565250.1181,538328.3384,637576.6329,1425113.207,1467715.432,1617671.207,1837825.457,1876789.36,1803530.745,846027.1707,724695.6573,690204.5926,1177209.59,997262.2311,1294259.995,1981358.792,1930887.791,2120772.606,941471.2377,874861.8659,754465.2317,53151.07421,80822.0579,81743.54083,72395.12452,1483957.859,2258083.259,1821276.527,2176913.507,1684103.564,1380734.394,1894427.721,2127055.33,1855958.773,1793987.021,1759969.514
13.324_263.14875_RP,2720758.17,1556880.656,1473523.459,4658027.79,1996534.453,2849928.166,6978114.916,7813605.397,6649978.688,1295403.709,1466116.698,3114819.699,8538933.101,4702655.643,4194515.915,9650676.423,6388006.506,7925077.63,2747016.188,6286690.756,2184931.82,8720725.316,2966539.449,5799588.751,4542392.571,3789307.987,4907604.427,2130168.724,2005060.486,1056484.215,201463.7335,1725783.819,157778.3558,152176.8328,1939585.767,1949490.709,1750521.757,2220040.165,1664507.586,1713836.298,1243788.431,1757855.265,2237544.685,1947954.054,1887188.249
2.23_264.10764_RP,1257636.537,1069292.232,887354.7436,1725628.641,1829509.434,1829667.559,1593492.598,1763769.334,1854634.834,906311.3709,917169.1061,917690.6212,1668178.948,1671059.866,1749618.734,1665527.015,1775282.852,1839226.748,921339.885,1023129.112,947238.7976,2802349.457,1665546.847,1915593.351,1540808.946,1566886.673,1547335.647,1097437.66,1174549.485,1137856.521,58422.55137,86678.07346,88254.03311,50448.66181,2148747.64,2086848.395,1852459.886,1861545.554,1107564.021,1928575.727,1930975.968,1984899.078,2039568.977,2037189.94,1763951.571
9.963_423.0385_RP,2016231.039,1812941.819,1438982.923,1784182.896,2174533.829,2065352.408,2807980.937,3170880.933,1616020.39,1065979.401,1034591.09,1103856.939,3076432.532,3037186.573,3136042.064,3690664.998,3897436.165,3694360.175,1838023.839,1637860.677,1499138.235,2409707.736,2051403.799,2481491.632,3294940.625,3320137.306,3257891.406,1353053.537,1244583.569,1057343.597,100619.0765,163438.8252,127157.6979,67783.65071,869562.6819,2104024.126,2702593.444,3204462.712,3594148.929,2261836.617,2196632.544,2211669.927,3218724.015,3036377.223,2700687.211
7.051_812.26613_RP,1023716.254,898668.8703,756255.1166,941781.4344,1175118.726,1131598.758,1494229.099,1556873.955,1607386.33,517556.2477,513944.9577,409629.489,1187090.789,929168.7721,692295.216,1401155.909,1475488.387,1436648.544,576650.9766,527881.3863,491221.5569,768869.0904,661507.3931,792689.2406,1015179.59,970459.0457,1055089.746,447947.9908,390812.2627,320458.0121,54300.05141,111857.1329,73417.17757,32132.14684,516273.0056,1075687.582,1677834.568,1512182.353,1392217.162,1499893.094,1575704.03,1440599.044,1552058.98,1457503.397,1522047.441
1.933_185.09194_RP,3462315.256,4265796.946,1428142.499,2752740.577,2050589.586,1966833.08,2269447.476,2318967.762,3675430.757,2172738.95,1266751.36,1785349.199,4601951.485,15768017.59,5827874.198,2316614.984,2716476.158,4407511.675,9847969.107,1279653.664,1921356.031,1659726.273,1865036.179,3832111.586,16876160.41,2340326.014,1919101.064,1308508.893,1291003.34,2346104.495,82031.24163,118150.0565,120248.651,67987.69355,1876684.732,1759594.877,2439049.838,2152304.878,2059101.758,1801722.073,1780501.08,1718382.531,2507586.766,1478303.102,2287965.686
7.36_344.18145_RP,1098996.739,909989.1682,777661.2008,949039.9011,1194633.107,1190387.417,1734550.906,1712879.272,1714579.179,566100.3945,523465.0132,395071.5154,1510901.235,756446.8945,892527.2644,1567987.192,1664072.75,1682630.159,653607.5503,588308.2974,517380.1028,885016.4411,731852.0856,909521.881,1074422.954,1127630.075,1165482.18,858115.33,633582.0641,389403.2132,56440.93248,127911.722,74945.69874,35175.10857,929368.5693,1921103.144,1965987.788,2032227.746,2125976.645,2066939.928,1771882.556,1645974.184,1835335.605,1669898.997,1743618.139
5.847_342.13935_RP,2943124.144,2508844.67,2298391.431,14167228.94,26412839.08,17503064.08,4423148.644,4693973.729,5188143.397,42621677.09,46261817.16,7937117.061,3877218.156,3974284.171,4727276.301,4804809.65,4937653.004,4926324.083,5781184.273,5544700.248,9513211.635,50611966.83,10794178.08,65607653.95,4365931.561,4112288.226,4515589.939,21187972.88,41506980.59,18605571.69,152317.0006,230842.7596,210904.3905,156052.7804,3745621.098,4649071.259,5305500.674,5815957.396,5353490.954,6341649.897,5847265.492,4230874.706,5320173.36,4271005.727,4411993.722
7.814_183.06504_RP,10039135.98,11637616.88,8037565.752,9594004.166,11735592.64,7365805.427,32822266.9,19509338.09,34801955.61,10601281.74,8421065.619,1457342.06,24625604.7,25069964.09,13716376.29,36616137.82,3897622.69,25094416.64,30800383.29,58645198.14,13534793.59,26982735.71,6524804.545,18969274.58,29112256.19,20941712.05,23066375.66,10648822.08,11369807.61,10178868.02,396301.0061,139447.7522,263291.758,142313.6554,2997154.619,5547970.073,4648668.4,5414667.531,5121838.92,5331200.884,3840328.907,4421373.947,5691719.021,4444504.266,3799263.178
1.083_328.8847_RP,115866219.8,95446547.44,74251316.68,91149617.29,118409561.5,114282231.5,188369716.8,204651225,215561689.6,27749890.61,50237357.75,57251722.95,210836584.2,214277544.2,213550515.5,184168836.8,203525673,193233516.3,78739166.54,36676927.2,66258732.75,115449650.7,83791615.26,94668913.26,210758493.2,119747460.1,104873012.8,71331696.61,27498562.58,54941936.14,22051.54393,30211.33145,30573.03578,58513.4062,19902512.79,17467396.91,15817160.75,15818003.01,16480167.53,17521428.65,18511273.51,19157770.83,19754217.73,20770411.48,11084105
6.645_365.19172_RP,728021.0173,623157.9642,528239.6375,721119.8131,886419.2361,840483.5397,1184059.143,1359966.951,1328934.617,506271.3416,2250609.748,805785.9056,1242488.319,1126233.119,1430818.337,1595930.079,1599439.432,1566985.8,792259.6182,707857.907,694245.7944,1132043.457,992091.9079,1267236.461,1905899.669,1824844.069,1993401.353,930603.0932,878534.2515,1846333.405,35798.79794,63377.46891,47865.33037,68691.5906,104977.4828,132890.2664,290246.4252,254608.5124,361798.2635,251615.3437,365540.7313,177295.8616,327574.2888,333931.5487,281909.1924
3.588_131.11779_RP,608533.333,507927.703,415012.9652,1792781.573,950330.2754,615327.2443,827599.5602,945825.7013,1000443.878,645834.1649,1586690.26,1959271.325,816559.885,837783.0436,899565.7888,935983.7966,1020868.619,944668.3534,845306.6059,2116825.177,1540265.088,6842487.157,3985720.374,4867929.01,945984.3055,928621.0236,1462376.693,1805753.882,1360385.128,694962.8247,30666.69056,47007.07819,46784.46088,33860.53371,1766720.841,1808581.519,1714413.048,1947228.919,1927383.6,1937888.841,1715223.873,1803257.497,1785727.977,1835644.894,1735281.418
0.954_275.9875_RP,24919760.84,44285417.52,40585883.53,52755542.5,52688938.54,53960569.17,98896204.33,102886121.8,59360386.88,32135392.38,27858275.8,39574791.27,66298172.72,83472069.61,95638286.96,42166592.52,104988752.6,76321384.18,27261292.89,37979962.16,29932183.38,47497854.55,36389336.72,53846132.56,111363071.3,30171330.3,115058965.1,36419610.52,11949029.16,22812000.82,19442.599,25246.80368,22159.83568,19387.75261,10254333.73,11711838.16,13120745.12,10362803.19,5956738.162,5834243.841,12438996.74,11796342.5,11082605.29,11434194.6,9663545.45
5.652_407.13336_RP,672886.8803,553918.5374,444200.0615,564525.3069,749108.9108,711273.5248,939245.1142,1068377.837,1096515.502,351078.1895,322510.3437,390335.1155,850765.3892,890878.5256,1035392.777,1079701.437,1127094.506,1054769.568,475535.2903,404814.7275,392554.1492,651807.7851,572843.1792,771850.2185,1005707.365,988106.2565,1130063.234,445238.3564,417372.9108,356735.2029,33545.06594,51381.25167,49950.42235,37628.00188,1122097.954,1081798.911,911237.5866,1092493.497,972411.3392,1056352.482,979651.1866,1006129.786,1180726.04,1074142.383,935839.8064
9.144_155.07018_RP,101705688.3,13910531.52,85780500.84,76103773.79,26295915.21,27819034.53,16995984.95,21553711.72,15408128.07,12222888.01,34482846,47662654.46,24867972.96,22645999.74,62587076.82,86351147.74,32906377.79,23503805.38,16082191.39,18519998,16320818.33,73877560.2,44395983.59,88623216.66,16358079.57,15150749.68,21972977.84,25119971.95,19363649.42,34175962.12,733712.6816,924571.277,1098969.575,390456.8492,3976940.161,4704755.758,3278078.742,3581704.724,3013646.506,4073042.397,3572036.936,3979197.539,4016287.089,3683586.12,3960806.478
7.971_325.09167_RP,1184010.531,966376.9974,775361.7331,1028764.266,1223574.038,1250289.598,1641628.285,1819300.63,1749622.914,592699.5839,548255.3701,360695.6906,1437752.592,944419.4276,1124264.097,1798774.539,1898738.586,1725651.299,781029.29,695413.9856,641805.8608,1017043.413,891262.4886,1036104.037,1424069.797,1312225.906,1406103.438,562894.9978,520417.7267,430983.9965,58945.90022,123508.9568,74592.71688,43503.83469,1263999.812,2357156.066,2152954.879,2435986.364,2322368.448,1849070.83,2054406.098,2119973.968,1897792.236,2100209.636,1969660.031
2.274_176.98431_RP,5740525.11,8218729.486,5097418.439,10479970.96,9647869.639,10485638.44,674969.0405,865911.689,749596.509,7535734.671,3799925.226,5753587.78,1094645.464,1921634.663,2707410.408,1608520.684,1061546.024,671758.3887,3306986.083,1585008.588,4519615.442,4963847.621,35626178.57,3304010.774,3170203.137,1799614.664,1680525.932,11975093.74,3869936.381,3320797.919,237564.9756,118954.1941,177842.7874,67033.66027,1661722.219,1786990.133,1895960.425,1629160.483,1090815.591,1460906.242,1597433.213,2015797.309,1690669.374,1627578.46,1610471.163
1.187_740.17197_RP,2392323.395,1834865.356,1538960.524,2272779.439,3122754.638,3169814.807,2323925.388,2654179.191,2282348.106,1161166.341,1148775.163,1350229.068,2255411.521,1916016.334,2424275.197,2679835.139,2798920.049,2417233.852,2119230.86,1473340.819,1455039.848,2500914.947,2020468.411,2205425.878,2828221.03,2048437.153,2718980.427,1563910.088,1563492.794,1192817.662,22782.07927,29503.2682,29859.51612,20999.45372,1833092.469,1909765.053,2416315.513,1897347.526,2099473.879,2387681.141,2181185.46,2340092.522,2626524.249,1550749.318,1671534.506
9.671_177.05446_RP,5177706.826,12766274.64,6224350.444,1511684.645,1922688.464,1829527.883,3001203.936,3328831.683,1525640.974,964483.0679,1003702.376,1114629.708,2686306.102,3440135.451,2679737.992,3205524.588,3379269.686,3082937.517,5435521.743,2465809.419,1978936.267,2141532.059,4025717.151,2201335.712,9523925.395,2908101.035,4250312.804,1601202.081,1459609.267,1022436.017,90581.13612,428493.1081,405193.3366,75051.18611,3549549.038,3362538.276,3416078.226,3760355.786,4081436.541,3867211.443,3795114.847,2681566.092,3388932.355,3452971.607,3821850.345
2.341_196.11779_RP,2130363.648,1378474.379,2886524.211,6695516.865,2473790.723,3605487.094,944923.2696,1053996.07,1123029.476,5938669.649,2206526.885,2556938.663,924891.9578,1864629.91,2311630.962,1519246.759,1409485.997,1161310.678,2870633.208,4717139.053,845386.6285,1740861.673,4646030.993,4324463.746,1275782.85,1572113.801,4312859.932,665262.4137,1568536.733,521541.8172,101037.3207,57411.30933,158746.0196,80533.72309,1454193.796,1798027.683,1809437.862,1644131.949,1603951.059,1487865.316,1783175.204,1361767.848,1577093.819,1948678.575,1514155.665
