Compound_ID,Norm. Area: RP_Pos_1D0.raw (F1),Norm. Area: RP_Pos_2D0.raw (F2),Norm. Area: RP_Pos_3D0.raw (F3),Norm. Area: RP_Pos_13D0.raw (F10),Norm. Area: RP_Pos_14D0.raw (F11),Norm. Area: RP_Pos_15D0.raw (F12),Norm. Area: RP_Pos_25D14.raw (F19),Norm. Area: RP_Pos_26D14.raw (F20),Norm. Area: RP_Pos_27D14.raw (F21),Norm. Area: RP_Pos_37D14.raw (F28),Norm. Area: RP_Pos_38D14.raw (F29),Norm. Area: RP_Pos_39D14.raw (F30),Norm. Area: RP_Pos_49D21.raw (F37),Norm. Area: RP_Pos_50D21.raw (F38),Norm. Area: RP_Pos_51D21.raw (F39),Norm. Area: RP_Pos_61D35.raw (F46),Norm. Area: RP_Pos_62D28.raw (F47),Norm. Area: RP_Pos_63D28.raw (F48),Norm. Area: RP_Pos_85D28.raw (F64),Norm. Area: RP_Pos_86D28.raw (F65),Norm. Area: RP_Pos_87D28.raw (F66),Norm. Area: RP_Pos_97D42.raw (F73),Norm. Area: RP_Pos_98D42.raw (F74),Norm. Area: RP_Pos_99D42.raw (F75),Norm. Area: RP_Pos_121D7.raw (F91),Norm. Area: RP_Pos_122D7.raw (F92),Norm. Area: RP_Pos_123D7.raw (F93),Norm. Area: RP_Pos_133D7.raw (F100),Norm. Area: RP_Pos_134D7.raw (F101),Norm. Area: RP_Pos_135D7.raw (F102),Norm. Area: RP_Pos_Blank_MS1.raw (F109),Norm. Area: RP_Pos_Blank1_20230109161140.raw (F110),Norm. Area: RP_Pos_Blank2.raw (F111),Norm. Area: RP_Pos_Blank2_MS1.raw (F112),Norm. Area: RP_Pos_Pooled_QC1_MS1.raw (F114),Norm. Area: RP_Pos_Pooled_QC2_MS1.raw (F115),Norm. Area: RP_Pos_Pooled_QC3_MS1.raw (F116),Norm. Area: RP_Pos_Pooled_QC4_MS1.raw (F117),Norm. Area: RP_Pos_Pooled_QC5_MS1.raw (F118),Norm. Area: RP_Pos_Pooled_QC6_MS1.raw (F119),Norm. Area: RP_Pos_Pooled_QC7_MS1.raw (F120),Norm. Area: RP_Pos_Pooled_QC8_MS1.raw (F121),Norm. Area: RP_Pos_Pooled_QC9_MS1.raw (F122),Norm. Area: RP_Pos_Pooled_QC10_MS1.raw (F123),Norm. Area: RP_Pos_Pooled_QC11_MS1.raw (F124)
10.436_131.04897_RP,2200271.054,1734990.845,1548445.453,1883357.548,2198719.43,2239149.753,2973476.451,3126296.994,1871639.129,1067890.182,1006143.809,1172120.705,2755575.734,2883877.285,3065408.459,3426564.63,3492467.185,3492928.73,1657253.691,1520953.752,1390038.481,2230938.717,1810947.854,2179725.665,2793578.868,2638518.9,2655454.014,1140237.436,1076759.222,867693.6194,112963.8299,364864.654,151604.3909,62101.99835,42368109.14,19468830.18,36706033.49,36009212.46,36957831.78,35929932.67,33662362.66,31513830.97,33890832.66,32364543.39,33605261.45
9.317_123.04221_RP,1995086.459,1714905.311,1331306.884,1639095.321,2043916.383,1993647.646,2838569.912,2974271.632,2082398.981,1046489.63,928958.9693,935669.5046,2761845.352,2751257.838,2806655.713,3277653.99,3539467.216,3164279.803,1593370.111,1421376.094,1243777.102,2112044.256,1781845.776,2036721.499,2795224.233,2743853.132,2688580.32,1168125.549,1031447.332,867114.0925,101468.663,126415.2658,99134.5591,52618.69338,33307557.6,29084966.32,28130009.16,28589027.12,26818012.97,28533444.98,29472313.62,28277878.3,30023201.35,28897888.28,30619149.11
10.435_147.04393_RP,1754965.352,1386127.252,1238847.875,1518529.306,1782783.748,1818552.091,2397382.219,2581138.142,1547809.699,896306.9118,845873.8175,987036.2192,2355157.958,2468885.851,2628628.844,2972516.883,3034706.072,3040128.836,1491054.299,1370699.631,1254800.147,2044280.899,1662198.527,2004020.546,2646803.69,2504083.772,2524379.604,1109756.041,1049740.09,809759.4237,87927.97311,347362.8728,119933.5577,59935.87035,35117292.59,32061675.89,29082745.18,28669806.18,33595639.49,33115338.37,31855234.42,33058028.13,31344733.78,31811525.6,30374789.83
13.944_193.04938_RP,2976483.057,2325652.555,2036478.789,2563238.757,3278264.981,3137944.793,4115115.383,6605924.552,4597384.998,4399562.038,2302727.249,2027966.634,7447944.133,6277437.737,10360675.26,6135477.695,6038867.745,8822209.093,5413460.547,4127600.326,2587938.697,4364645.66,7560341.223,6261379.644,6470403.043,5630175.878,8832554.188,4218825.93,2234875.383,3687201.169,152606.8998,301630.1258,254165.0336,168476.8817,22920978.72,18963550.04,19351149.35,18943435.19,21087871.16,20227607.95,20749289.29,18447297.32,20491339.72,17992080.43,21621747.8
15.009_301.07042_RP,4017133.96,2919607.906,2606291.294,3057767.11,6622035.172,4509539.319,4805804.048,5068447.636,5262148.173,1911620.552,1667576.464,2024885.808,4562066.572,4729853.013,5283515.401,5738997.203,5914108.375,5339574.752,3011534.942,4352978.084,2248713.755,5662609.711,2796086.749,36376586.46,3874852.773,3756234.287,3882006.241,3169279.214,30905123.81,85111847.97,181667.9377,567124.412,196343.7498,118922.982,2925843.113,3106308.998,3163917.782,2067098.785,2735305.959,2273273.203,2624782.844,1639120.456,3510795.374,3505656.023,2542784.923
1.299_127.0388_RP,3064158447,3699065585,3307375251,681199011.1,675607803.4,669455229.7,24202547.82,25805144.46,27931917.54,488739937.6,871780108.5,480824288.3,580318549,424764594.9,53007769.16,76817565.93,85758846.72,23964539.19,317434787.9,274874277.4,392155312.2,73730712.81,278730298.3,106910251.5,1575056024,125137889,91216245.58,420065581.3,99163839.99,433369362.6,856550.2784,988659.0218,698384.1702,829844.2292,248010903.6,216246915.8,223069554.9,214437427.4,220455873.4,208320470.5,219531757,247443081.9,220053281.7,218466561.7,223295544.2
1.237_87.04395_RP,478025725.7,441566023.5,426470791.5,521345090.2,454867070.9,510208840.1,54465965.57,42206142.84,40136751.14,159672407.9,261535051.8,226745180.8,36458489.05,33978260.02,48160612.19,38566162.55,69456804.98,37381038.6,196440124.6,217845101.9,228027381.7,181212637.4,38418206.64,52575323.54,47521208.32,44973261.34,41082212.54,253847524,240849911.5,190588461.9,1046254.797,1977396.448,1716877.638,797196.4954,63067634.6,54996486.4,54245041.72,52517464.01,54257013.34,61196090.13,58220839.04,59120637.98,54834404.96,52872659.18,57342919.49
1.264_198.09698_RP,8164415416,22182863293,7782412358,6600523573,6326596807,6576316167,74160076.57,35288325.62,61228418.85,1397719606,5853940880,4905307979,71079625.12,97116598.43,91562316.44,297315957,198998670.2,126241892.7,1881766635,1978762766,1061802239,230556933.5,2489525990,106789360.6,159913068.9,161225545.6,134755768.2,5460945812,5932276813,5489264636,39553.37969,40576.98824,42495.47132,774609.9426,2114903611,1862684249,1839552008,1833555296,1929802082,1794334640,1937065102,1904490915,1891841147,1938032122,1898885692
2.283_189.12323_RP,189741493.1,255348928.7,287670238.2,29680538.7,22656431.27,22247054.96,519402140.9,614699114.9,575351971,20392976.62,24727393.13,19604859.61,157393597.2,190246865.1,211220837,66239444.61,35229019.83,272621189.7,16361284.97,16858569.87,22295536.23,69760565.95,41297552.01,54302010.03,760967195.6,806632893.5,619276626.8,20274581.56,19332625.48,17822741.69,40336.77249,59314.58761,61501.5932,41487.24459,29078393.71,32703674.78,33051787.7,33747253.06,32831830.14,33789078.02,32795569.4,33379127.57,31048074.29,31102226.17,30851220.7
11.355_273.0756_RP,2424721.884,1152801.785,1681807.067,2135804.019,2611796.596,2538207.517,3263892.165,3512330.807,2787881.141,1215295.45,1182366.609,1371525.668,3234529.384,3265366.415,3476826.047,3967823.729,3979220.327,3818654.597,2036205.26,1810397.304,1564146.043,2472915.558,2077633.329,2400098.915,2986483.595,2777658.457,2946140.593,1319114.89,1188868.33,961875.0231,119923.178,240942.1299,164300.8206,77191.40208,16854864.25,15026277.93,14183468.94,14152565.49,14039774.09,14496026.24,17067955.7,14168793.05,14771985.9,14891943.82,15398398.6
4.475_121.06465_RP,81735074.56,95829263.1,46493826.62,554968449.2,507082891.8,548710747.1,261534265.5,235975420.6,332192780.6,238449464.9,305025873.5,465799013,535833351.5,545676475.7,492610190.1,96150538.36,92170814.36,101681186.4,171407007.2,302641369,253543907.2,490269561.2,322984234.3,411535651.1,122080636.4,135258348.9,122621160.8,388145157.7,268764558.7,272077291.3,3017817.346,1468913.635,4039770.091,1899845.644,43587918.1,61503144.37,50451067.56,57692283.79,48581791.7,57306627.54,46957534.64,55059332.61,54359851.63,50881978.56,50439693.94
2.371_460.20219_RP,2018253.817,1724533.018,1427875.261,1460395.207,1703953.866,1700505.872,2406529.145,2670897.224,2831604.951,964193.9463,886484.444,1067351.685,2145133.352,2170824.801,2361440.487,2552814.027,2710973.233,2516011.241,1069654.855,1009900.55,900010.0203,1521045.39,1295554.452,1662451.634,2187173.61,2219862.598,2283471.412,1020391.085,959075.95,795883.1202,99119.68039,149061.5588,150379.419,75734.41991,13011205.02,8903177.915,6676593.067,4067552.804,8488146.31,4636603.279,7072476.738,8191391.414,8840190.87,8955517.856,8796728.674
3.186_305.08409_RP,806291.3481,710318.3304,578598.8166,3907730.943,2577707.145,2745573.669,1194758.145,1253358.823,1309414.301,6172137.459,5743179.907,6505671.785,1052892.154,1091433.376,1205476.017,1277997.598,1390569.016,1319575.712,1453138.489,3555847.705,11824319.79,737953.325,78539026.48,106954561.9,1241596.775,1193221.36,1319675.989,4986999.685,16117778.55,21390445.92,43546.73577,64447.36226,65276.35182,43363.36448,13912238.52,19067432.96,22562606.92,24628299.28,20889533.95,24627889.81,20589990.56,20788797.55,19342921.6,17947159.1,18288263.06
2.491_305.08405_RP,1085741.311,961950.9221,775501.491,875366.368,2987667.184,2973922.844,1430625.095,1554179.577,1626878.334,7909744.826,797576.7344,2258887.269,1320945.97,1352914.797,1537913.043,1594691.86,1702784.181,1628301.666,1957305.768,1207901.113,10766240.95,1034514.395,19563740.37,45586584,1574074.49,1523908.61,1594617.685,942659.3508,17009550.11,18455764.18,54556.84366,83575.13527,83735.7931,55144.21348,9689837.123,10285752.8,11834128.45,14575838.47,14163722.31,14615077.12,11841252.47,13184809.88,9955438.923,11967928.62,10301105.24
1.695_305.08395_RP,1145536.262,1912594.518,1702551.159,11013138.14,11607024.97,9059340.694,1533478.437,1689572.394,1713891.808,14310367.4,19952878.38,27738699.43,1450973.042,1491020.416,1622626.65,1775509.625,1820542.765,1825567.106,3845745.016,9434079.954,10966058.05,1546624.137,45784500.92,9394674.248,1666209.237,1662231.967,1685181.163,26393496.95,38398640.98,28939851.59,56665.14085,82936.91784,82922.59682,60965.30172,10563680,12311751.3,15365744.83,15036804.58,13524222.99,14738885.54,15571979.65,13049276.27,11596022.22,14289494.77,11413031.15
1.528_305.08656_RP,1761432.566,1637697.195,1506780.288,2030537.322,2023912.431,2006212.352,2454127.733,2713374.58,3384063.079,1286831.888,1368853.026,1533707.904,2616845.52,2750964.049,2867836.642,2391410.284,2475352.833,2673959.247,1173133.71,1229197.377,1209713.176,3131113.306,2337900.879,2968879.813,3561976.037,3823890.239,3555785.163,1485834.619,1527271.783,1207579.662,49765.05942,69525.09254,74522.81951,45270.56431,2377938.594,4707386.02,4261141.983,3466936.521,3791824.453,3798803.951,3929709.142,3939908.889,4210696.968,3915821.333,2997375.441
7.356_100.07557_RP,134965348.5,124745177.3,92744418.5,214831535.3,179380181.3,190783191.9,1566508625,396574064.9,270184789.6,217644241.3,197953882.2,77568957.39,3973067258,1198223938,843679107.7,829755114.3,377339149.9,3588331249,184340277,197373725.5,241679647.3,681370195.9,506305176.5,554191444.6,523144437.7,367522923.1,852831612.7,170813507.2,215306041.8,242194088.8,4651877.771,4680470.052,4945080.092,4591822.985,60892759.5,115475232.2,106596027,110995731.5,105231337.6,99210029.11,89361247.93,99585860.39,100058922.2,96590282.52,93008911.85
7.866_100.07558_RP,103965617.6,119493271.5,104116562.4,101767584.4,118683954.4,145279875.1,137795226.8,214572503.5,240479326.7,208551784.7,45440090.37,52173361.96,261876659.2,187052405.3,195458087,316052090,285755768.3,316455372.9,53142021.41,50383771.84,44716489.79,92264493.66,184978866.2,118641695.2,241238355.5,183671450.8,251127780.7,81688870.59,78239810.27,51819522.88,6655642.193,6439155.041,6826363.056,7040514.254,17263185.48,18273580.79,15983565.65,17305324.32,19478226.54,16632138.15,13600883.83,15896636.19,17589266.96,16800259.42,19199508.85
1.533_100.07556_RP,74557176.25,82553651.5,78496581.73,63042810.54,59187426.96,81916100.85,38202937.82,90744412.5,85035843.83,35806424.48,28528107.72,22199333.12,45973234.56,45592667.26,45961402.5,52420766.69,136136633.6,38820341.27,57673338.66,43673292,42740951.91,441587909.2,391555869.7,437507528.9,448546207.3,465008724.8,502018545.6,67317026.3,57074960.36,47539866.64,1173063.975,1564644.118,1243570.866,1181305.522,19807570.08,17474998.27,19242238.48,19685753.03,18059734.95,16212850.26,17912770.38,18345951.13,18201900.51,18514765.65,19656274.47
1.529_100.07556_RP,74557176.25,82553651.5,78496581.73,63042810.54,59187426.96,81916100.85,38202937.82,90744412.5,85035843.83,35806424.48,28528107.72,22199333.12,45973234.56,45592667.26,45961402.5,52420766.69,136136633.6,38820341.27,57673338.66,43673292,42740951.91,441587909.2,391555869.7,437507528.9,448546207.3,465008724.8,502018545.6,67317026.3,57074960.36,47539866.64,1835957.479,2367507.007,2059419.164,2045959.095,19807570.08,17474998.27,19242238.48,19685753.03,18059734.95,16212850.26,17912770.38,18345951.13,18201900.51,18514765.65,19656274.47
1.255_100.07554_RP,47480056.17,66007204.25,37345814.67,159317277.1,196804326.6,161694256.6,105537046.6,96536302.76,110185206,96887071.26,99722045.06,91433945.93,76914934.98,85197463.42,77093682.86,79329534.81,78203314.64,130565414.6,57511599.52,64673180.53,108488837.3,252457131.6,175583216.1,197998423.3,102088850.8,113126525.8,112999852.4,151542497.1,200125842.6,163795081.2,1212517.812,1604986.671,1601148.294,1327678.963,21093685.26,19074369.56,17729897.86,17848550.16,20680550.18,18565815.68,19361606.98,19230027.01,18860782.85,18054764.19,20014659.52
1.486_83.04907_RP,37734787.45,39100981.82,36248321.57,34498206.04,29239434.93,21957004.44,13127871.68,11968710.79,13405800.77,19471166.59,21200665.38,18508669.1,28879159.4,19398169.86,23293975.98,7860485.292,3206454.457,17869622.72,28362003.63,19059349.17,23810017.18,29882984.08,25900164.23,56498036.23,29179106.01,58177255.43,23438497.26,6888383.589,8323644.887,17537558.83,566833.5836,1061676.091,723188.4661,43317.68766,9528862.558,8011093.692,8983237.012,9243384.922,5563086.848,9759942.807,9094740.856,9522301.941,9132360.458,5948966.88,9628007.365
10.009_229.08574_RP,27489284.32,30557457.97,19555199.12,1501209.099,1842684.639,1853089.788,2457461.548,2608813.247,1347641.893,911506.8356,822092.6293,925950.6569,4462009.163,18986497.41,14923361.34,2869880.168,2855417.028,2722917.772,1331624.38,1156282.2,1039293.187,1670710.095,1475225.763,1614238.065,2144700.643,1993669.578,2048430.26,857832.7464,764917.4053,691950.6802,95562.36875,138503.9938,111614.6557,41673.99568,13124240,10863525.82,10679047.51,8732034.222,10857053.37,10209093.6,10234316.33,10826894.19,10359404,11381630.14,11662117.02
10.137_153.05453_RP,6042146.189,2087375.493,1242160.529,2798508.305,1837719.031,1780499.814,19941856.31,16315145.58,31489961.44,3436767.313,3916179.918,7935351.407,5833933.168,11286951.45,2926225.182,3352831.484,7048800.536,3341241.132,19577425.86,5940761.086,5214237.963,34163222.36,13298246.67,26868826.14,7747359.926,5389480.343,3024723.953,5982789.037,1330380.144,2957841.723,714630.9749,1451554.032,1686656.923,72087.25549,10744968.43,9329159.272,10687097.85,10691731.88,9172021.486,11197665.75,10752895.57,10658884.48,10987882.07,8362378.166,10014596.97
10.723_274.10723_RP,1959204.384,1062635.871,1425338.335,1633098.272,2047157.064,2051885.836,2648986.18,2891957.149,1871096.07,994561.9612,915195.0757,1061069.8,2494754.939,2603905.703,2827579.441,3364567.768,3413000.046,3095251.474,1613707.507,1398559.905,1259869.961,2067519.144,1723271.169,1968496.639,2507737.688,2532482.993,2501483.867,1088679.64,979346.0116,796961.8448,103268.6321,205339.5469,123374.2076,63303.29535,11106255.89,9473640.224,9129635.226,8593100.005,8952832.079,9188947.849,9483536.01,9529919.084,9299876.93,9926704.317,9710996.697
10.384_289.07048_RP,1604484.146,1253505.316,1063676.101,1352296.54,1647158.917,1613059.091,3559287.27,4718089.971,1399226.265,828795.0358,790479.2623,9051393.488,2361423.252,2285848.009,2542733.76,2880271.353,2921835.315,2803424.121,1509488.659,1286050.522,1222405.854,2003040.604,1711422.05,2055365.783,2696639.485,2569242.594,2662562.136,18251936.26,1101038.378,874156.9624,81395.79652,154702.1676,101999.1478,62256.76334,19211877.08,22229697.22,25648355.89,28073754.46,28981220.9,20586685.02,22380017.07,23829755.14,21882196.65,25756969.55,20058330.63
10.087_289.07049_RP,7313409.822,6121124.75,5044545.438,7187039.409,7305784.658,7488838.779,13125222.93,10720854.44,5601391.034,4716461.485,3340967.73,4415540.815,14921569.79,11061667.87,10502543.82,11564244.79,12093507.1,11822934.3,5792004.838,4853589.803,5050785.6,7383033.159,6237303.817,7429407.535,9111030.271,8437918.022,9217701.442,7264282.603,5850675.037,7554430.703,371266.6351,572147.7455,444933.2549,193539.5386,24115861.12,19826929.49,28057759.81,31612294.58,32052066.56,25121609.03,21411523.61,27036784.04,28027119.37,23056830.89,25169917.07
14.258_255.06499_RP,3332045.07,2564334.249,2212258.642,2792140.029,3391677.077,3272739.046,4423533.902,4971630.411,4651216.79,1643880.315,1652351.852,1889487.177,4471554.033,4463924.834,4959532.196,5410475.382,5680490.611,5512496.767,2908650.395,2455856.939,2316524.758,3655461.848,2815609.935,3480557.231,4129143.901,3874373.582,4211315.41,1747517.786,1574308.125,1522182.656,179682.6732,468019.8032,308841.1916,134042.1662,15870440.83,15253433.66,16608306.93,16772764.07,16669522.39,15825532.64,15497673.67,14796641.61,16599831.98,15318243.8,16398020.33
1.111_132.06536_RP,9507384.064,17124345.57,12816021.72,5060141.535,4541124.72,3792389.796,7138708.579,11097045.9,10521315.32,87198684.12,114375118,99907674.86,6288369.678,7958416.526,7155882.018,9369467.788,9444126.711,8267624.013,6962404.538,4463705.428,5037763.484,7011910.745,308931596.7,22704321.26,14539756.65,14436263.75,13286619.58,10278121.78,16893587.31,25836108.47,277523.9183,404981.9876,366699.4833,252567.635,52626155.82,47797669.03,49240613.13,46506202.22,45926496.86,45580016.08,45857475.78,48001095.25,49314639.47,48852922.63,49736188.92
1.11_132.06535_RP,9507384.064,17124345.57,12816021.72,5897841.409,5951396.331,4123199.671,7138708.579,11097045.9,10521315.32,87198684.12,114375118,99907674.86,6288369.678,7958416.526,7155882.018,9819626.407,11495712.72,8267624.013,6962404.538,4463705.428,5037763.484,7011910.745,308931596.7,22704321.26,14539756.65,14436263.75,13286619.58,10278121.78,16893587.31,25836108.47,293917.0198,401909.6376,355390.8076,270186.0096,52626155.82,47797669.03,49240613.13,46506202.22,45926496.86,45580016.08,45857475.78,48001095.25,49314639.47,48852922.63,49736188.92
1.227_132.06536_RP,42651912.93,49538357.15,13237604.34,46903309.94,36292231.57,44319111.91,148942588.8,83895933.97,103431482.8,36116214.02,32049032.33,12782516.19,114457994.3,96802767.1,89297210.67,85573757.39,77609571.87,85334163.98,25774064.43,30768752.48,22992408.55,91670765.12,57450741.79,56130332.06,92438350.46,172679397.7,113308456.1,22937501.11,28407621.81,27873278.04,348252.5584,419880.8749,426808.5017,322340.462,12671764.4,7545111.152,9436530.884,13612194.37,7574208.509,7960368.217,8362968.589,8652842.127,11461423.14,12931100.12,8352408.367
1.328_132.06538_RP,62768073.01,69935741.57,63818612.88,37174702.68,52482924.19,45371699.74,143459373,135886948.1,170061447.5,35821687.2,38197806.6,47511986.27,134933585.4,170688600.7,157373223.6,137868625.9,126049986.2,170679210.2,40852925.21,31024911.77,44113882.22,25618969.42,179697133.6,33739300.17,87532567.65,67789533.9,78492961.53,54560942.03,64881110.16,60355644.36,514591.0975,685469.6708,670530.3705,555827.9108,52866374.29,43761613.01,47427212.43,47154283.37,46996983.8,49489219.25,48162584.62,48214134.69,47677931.39,47512649.68,45997457.69
11.382_177.05447_RP,2962384.051,5254758.508,2080542.514,4529503.777,4755496.236,3061554.046,3948366.739,4334718.407,3750262.336,2787932.712,4026065.848,1654563.692,3991309.951,4001661.397,8064701.839,6393548.236,6487044.883,8044249.436,2454427.311,2172930.829,2413559.636,5713409.249,2618224.746,11897172.65,3758820.961,3543061.291,3717603.309,1663113.87,3968676.563,3512416.101,159815.0795,1118911.558,279035.1017,98587.12486,38892681.59,36271144.89,34106805.34,31752940.45,34078746.75,31746004.09,33312545.17,34322432.99,35075969.77,33301073.57,38791561.49
11.454_177.05446_RP,3502667.956,1079349.364,3388617.635,29087895.69,34017939.54,50608385.6,21314987.55,22641373.36,16213736.68,33035569.34,12336325.43,32307233.59,16604979.37,33064858.88,31051210.61,4257220.936,4001856.133,9236249.232,133629258.7,86832613.09,48735038.57,62788764.21,56238197.12,78478121.7,10112728.04,3209346.891,3318116.453,28290044.36,26850198.04,29584378.85,358829.8574,1035511.636,458922.175,215180.1094,54077573.9,56791116.11,55081944.96,62573731.56,58122032.32,62600374.05,54391991.4,57634838.16,55816086.97,56459411.97,53351295.33
11.138_177.05446_RP,31212820.59,4465873.507,27258312.16,11809454.22,28448188.29,11723600.84,33841607.43,26710000.17,28507404.74,48431012.36,65008392.01,70183305.79,51842960.56,53739370.71,68197894.57,17877861.25,28824685.26,27640954.57,127073660.3,144372083.8,88468910.73,126477165.5,126576340.9,161481025.5,31184311.7,33606543.13,39600175.34,51775376.35,42397981.25,42104097.1,131129.5775,4170067.268,708364.874,136344.5697,40182437.07,36031511.86,32392431.46,36955018.23,35469374.62,36926703.97,35057235.75,33989801.24,37256442.25,36550570.59,36414456.79
11.919_177.05446_RP,5959857.456,2439223.386,5885523.303,2870518.778,2453069.496,2370096.936,5156154.731,3458733.729,3164938.812,1221758.96,3786229.413,1630243.022,6895337.538,3275877.352,3715860.237,3996109.085,18373100.2,4497107.677,2245803.891,13337094.28,13084428.25,9269693.773,2342470.485,2808428.958,19127419.48,4888802.121,7324638.298,9778514.938,2549486.522,5971594.513,429161.544,2358877.154,457234.0823,101403.8913,17205351.19,21609813.48,14133513.64,14580804.74,20055366.84,16503655.12,15732239.74,15742491.54,19880227.63,15076675.21,18997257.68
11.267_177.05446_RP,10264804.01,11854971.26,2963222.442,2735262.687,4831037.781,3395060.235,4462793.814,4796476.866,3603292.998,3685540.102,1548097.222,4384970.267,4727138.871,4451983.424,4935155.054,5631196.141,5880046.034,5195064.204,2853699.34,2464428.822,2305800.89,3597459.456,3126679.005,3589484.189,5384835.997,6600149.475,4484011.233,1989516.151,1734248.017,4177802.776,171515.1623,4087015.214,256053.3705,121405.8194,8485685.868,9093040.19,8938326.856,8359480.92,8915319.129,9069387.062,9169976.361,7809179.859,7782194.633,10116184.98,8390194.404
9.318_139.03683_RP,1881105.507,1605755.486,1252663.225,1531215.196,1907437.068,1858621.876,2622155.941,2744723.67,1919734.429,925389.6994,844100.2985,853044.1451,2495309.125,2437950.402,2530730.331,2934861.82,3166139.885,2827715.21,1396052.511,1244137.017,1087618.215,1830707.677,1542989.759,1761985.245,2376439.534,2330522.008,2281383.641,978015.6734,862759.682,724612.6819,95869.3772,119934.3683,93954.93849,44265.70465,30513736.64,28260590.25,24397378.8,32858705.55,29748840.45,30932636.73,24505318.57,23923841.96,25753816.98,32228391.26,31391254.4
12.474_274.10722_RP,2321901.118,1392408.063,1686159.918,2040562.805,2408638.335,2501757.497,3074796.825,3412875.082,3210357.946,1265170.31,1203912.2,1379667.045,3172949.856,3135486.211,3508736.338,3864106.736,4025817.681,3725411.646,2033472.475,2744176.454,4044693.468,6917896.244,4521469.541,14147684.9,2897365.488,2833138.609,2819992.303,1279120.221,1113388.758,925966.9407,117065.9146,231684.5099,167006.4554,90074.17698,17664498.84,15974211.33,16712557.05,15723187.16,15655600.49,16041651.2,16404896.29,15571125.13,16339044.11,16096696.72,17182325.53
11.681_274.1072_RP,2196259.046,1251744.922,1612579.529,1871149.905,2325073.871,2224321.426,2941075.261,3210236.382,2741169.947,1105913.471,2149616.413,1276777.512,2923075.065,2963323.865,3271186.042,3624502.752,3841453.166,3502674.075,1903262.13,2670201.9,3064273.906,4298765.395,4582539.243,7053287.372,2906073.461,2796169.715,2918118.969,1193817.674,1139389.515,893897.0312,113132.4505,207647.7161,165787.5436,82787.41807,25291507.18,22879945.47,23539334.99,22012178.71,22685289.19,21172473.57,22374447.21,21963143.52,23073425.82,23489280.8,24551415.97
15.152_246.24257_RP,964460048.8,1148916749,2422355637,1593653179,2885856368,2437414029,2192528373,3541603165,4602625337,548379372.8,1130538710,814186140.8,248121437.5,1053524600,1200769227,679170650.9,702923119.2,1156005884,481908787,694767869.1,282738581.1,659118783.4,384819526.4,401848301.5,1313344364,1712248119,1577196003,523770342.5,321726388.2,279570431.1,563747.4915,10338420.57,1634850.198,7116940.095,145292480.5,310339127.1,315100928.4,299894004.7,296196461.1,255961974,260104670.4,259114293.3,263040616.7,271078505.2,260321576.4
11.217_153.05453_RP,85357037.15,23402382.94,34266139.8,94454821.81,133450068.7,116660934.9,57763967.05,72314494.87,40676959.51,41068549.14,74181171.19,90063162.67,43726033.82,40697304.18,28653703.69,36758174.75,24030935.39,7608700.452,62474108.1,31332536.68,41788843.97,30299142.16,9638689.126,12730619.3,36189548.61,28499073.37,26813414.71,109680607.4,145950535,145158614.8,1536064.798,855113.0763,2036968.911,274193.6857,67707776.32,59929184.26,55988226.86,59667924.24,60080288.25,67539513.29,62271784.59,59707953.32,58766014.27,58876991.43,62833280.19
4.763_113.03442_RP,20238418.5,29612452.07,26988889.83,153737029.3,102224536.5,107781080.7,1270650.524,1338761.562,1433767.134,76078767.31,135990595.2,91678437.31,1065428.859,1553204.601,1284256.899,2255997.157,1447466.953,1332353.469,60519773.58,83272344.59,82429012.6,8807202.038,7649014.034,2750178.73,3766008.545,1213534.169,1397067.187,95502250.56,93110971.62,100211278.1,47674.64099,115030.58,167330.5947,100509.9456,15737098.86,15369130.13,14975869.77,15883655.89,14605751.57,15757700.33,15110599.2,14816338.88,15351724.78,15463191.2,15492394.71
1.489_196.06024_RP,1449196.421,3602088.956,4154175.693,17453634.5,17153207.93,15499799.65,7186832.574,5601297.923,6981118.912,15415045.36,12224550,16395430.55,8493334.286,7666016.464,7976348.292,9597941.309,9620470.376,9751188.873,15937593.13,16227312.42,15091869.74,21128347,17404148.73,20822928.04,6506014.279,5746911.768,5337190.908,17024419.24,15198825.16,12015896.85,18730.92002,29021.84083,26737.05227,18415.29681,5951376.901,5382719.232,6419993.754,6395864.827,6113261.075,5808393.631,6724066.36,6690256.802,5798441.515,5562585.207,5629839.131
1.351_196.06363_RP,2316314.396,1201805.884,2683543.241,494520.1248,507469.2093,572504.3116,9657227.071,13715876.83,12949899.81,2413992.797,3856768.304,1360623.056,12524274.51,8927423.716,9777274.165,2925611.647,5534393.491,9952808.698,429865.5294,401570.5429,580491.7868,3149392.072,1835033.998,2750351.979,14549893.57,16821683.77,14224398.83,541514.228,511526.2904,544180.7999,16840.85756,24854.75418,24301.06029,17768.15498,1036771.153,958887.0652,1251521.623,1283918.642,1160669.054,1188663.427,1335758.362,1274387.352,998443.1856,1217544.475,874596.0452
